,Unnamed: 0,ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,month,week
1672,533590,A-533598,MapQuest,201.0,3,2019-12-06 17:07:58,2019-12-06 17:52:28,30.268869,-95.138451,,,0.0,Accident on I-69 Southbound before Fostoria Rd.,11899.0,Fostoria Rd,L,Cleveland,Montgomery,TX,77327,US,US/Central,K6R3,2019-12-06 17:15:00,63.0,63.0,61.0,30.0,10.0,N,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,12,49
354,768830,A-768839,MapQuest,201.0,2,2019-08-27 08:18:05,2019-08-27 09:19:00,28.635340000000006,-81.369637,,,0.0,Accident on FL-414 Maitland Blvd at Lake Faith Dr.,222.0,W Maitland Blvd,R,Maitland,Orange,FL,32751-4323,US,US/Eastern,KORL,2019-08-27 07:53:00,78.0,78.0,87.0,29.86,10.0,W,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,35
993,102104,A-102106,MapQuest,201.0,2,2016-04-14 00:21:24,2016-04-14 00:51:24,34.01886,-117.815422,,,0.01,Accident on CA-60 CA-57 Northbound at Exit 25 CA-57.,,CA-57 N,R,Diamond Bar,Los Angeles,CA,91765,US,US/Pacific,KPOC,2016-04-14 06:47:00,55.4,,82.0,30.02,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,4,15
1808,2954769,A-2954793,Bing,,2,2019-07-12 18:53:29,2019-07-12 19:21:32,37.35518,-122.06213,37.34919,-122.06005,0.429,At Fremont Ave - Accident. Lane blocked.,,CA-85 S,R,Los Altos,Santa Clara,CA,94024,US,US/Pacific,KNUQ,2019-07-12 18:56:00,69.0,69.0,70.0,29.85,10.0,N,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7,28
78,2290139,A-2290163,Bing,,2,2017-01-05 17:09:36,2017-01-05 23:48:04,40.67876,-75.28931999999998,40.68857,-75.2888,0.6779999999999999,At US-22 - Accident.,,Church Rd,R,Easton,Northampton,PA,18045,US,US/Eastern,KABE,2017-01-05 16:51:00,30.0,21.7,43.0,29.94,10.0,WSW,9.2,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day,1,1
1063,1765295,A-1765318,MapQuest,201.0,2,2018-03-07 07:34:37,2018-03-07 08:34:21,33.944736,-80.873222,,,0.0,Accident on US-76 Garners Ferry Rd at Lower Richland Blvd.,,Garners Ferry Rd,R,Hopkins,Richland,SC,29061,US,US/Eastern,KMMT,2018-03-07 07:56:00,46.2,43.3,83.0,29.79,10.0,West,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3,10
32,1895095,A-1895118,MapQuest,201.0,2,2018-01-11 09:25:09,2018-01-11 09:54:39,29.71497,-95.596489,,,0.0,Left lane blocked due to accident on Westpark Tollway Eastbound at Cook Rd.,,Westpark Tollway E,R,Houston,Harris,TX,77082,US,US/Central,KSGR,2018-01-11 09:06:00,62.1,,93.0,29.8,7.0,ESE,8.1,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,1,2
906,1737542,A-1737565,MapQuest,201.0,2,2018-04-23 07:23:43,2018-04-23 07:53:32,33.544144,-112.065125,,,0.0,Accident on 7th St at State Ave.,701.0,E State Ave,R,Phoenix,Maricopa,AZ,85020-5047,US,US/Mountain,KSDL,2018-04-23 06:53:00,68.0,,27.0,29.91,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,4,17
1511,2928662,A-2928686,Bing,,2,2019-05-02 12:27:58,2019-05-02 12:57:32,44.86107,-93.16702,44.86111,-93.16093,0.298,At CR-31/Pilot Knob Rd/Exit 71 - Accident.,,I-494 E,R,Saint Paul,Dakota,MN,55121,US,US/Central,KMSP,2019-05-02 12:53:00,51.0,51.0,59.0,29.24,10.0,WNW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5,18
1494,625930,A-625939,MapQuest,241.0,2,2019-11-01 12:44:20,2019-11-01 13:29:39,27.92444,-81.586647,,,0.0,Lane blocked due to accident on Mountain Lake Cutoff Rd at Old Scenic Hwy.,2098.0,Old Scenic Hwy,L,Lake Wales,Polk,FL,33859,US,US/Eastern,KBOW,2019-11-01 12:50:00,79.0,79.0,69.0,29.96,10.0,ENE,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,44
350,1856002,A-1856025,MapQuest,241.0,3,2018-02-20 16:30:38,2018-02-20 17:00:04,33.711597,-84.217415,,,0.0,One lane blocked and slow traffic due to accident on I-20 Eastbound at Exit 68 Wesley Chapel Rd.,,Wesley Chapel Rd,R,Decatur,DeKalb,GA,30034,US,US/Eastern,KATL,2018-02-20 16:52:00,73.9,,66.0,30.3,10.0,SSE,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2,8
163,1568750,A-1568768,MapQuest,201.0,2,2018-05-31 16:05:52,2018-05-31 16:35:44,37.722954,-121.100594,,,0.0,Accident on CA-99 Northbound at Exit 234 Hammett Road Opas.,,CA-99 N,R,Salida,Stanislaus,CA,95368,US,US/Pacific,KMOD,2018-05-31 15:53:00,73.9,,32.0,29.91,10.0,NNW,11.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5,22
203,1908753,A-1908776,MapQuest,201.0,2,2018-01-18 08:05:38,2018-01-18 08:34:44,36.053768,-86.696877,,,0.0,Accident on Old Tusculum Rd at Tusculum Ct.,5128.0,Tusculum Ct,L,Antioch,Davidson,TN,37013-4079,US,US/Central,KBNA,2018-01-18 07:53:00,12.0,4.1,84.0,30.56,7.0,SSE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1,3
819,1778815,A-1778838,MapQuest,201.0,2,2018-03-14 17:48:03,2018-03-14 19:02:47,33.252148,-87.686882,,,0.0,Accident on US-82 Westbound at Westwood School Rd.,,Westwood School Rd,R,Coker,Tuscaloosa,AL,35452,US,US/Central,KTCL,2018-03-14 17:53:00,55.9,,26.0,30.18,10.0,NW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3,11
281,2539064,A-2539088,Bing,,2,2019-10-14 16:00:00,2019-10-14 19:07:03,33.7791,-117.888768,33.7791,-117.888768,0.0,At The City Dr/Exit 14A - Accident.,605.0, The City Dr S,L,Orange,Orange,CA,92868-4930,US,US/Pacific,KSNA,2019-10-14 15:53:00,72.0,72.0,57.0,29.84,10.0,SW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10,42
925,2306069,A-2306093,Bing,,2,2016-11-21 11:50:26,2016-11-21 17:50:26,41.762,-87.90349,41.76052,-87.90221,0.122,Ramp to I-55/Stevenson Expy (North) - Accident.,,Joliet Rd,R,La Grange,Cook,IL,60525,US,US/Central,KMDW,2016-11-21 11:53:00,39.9,36.7,40.0,30.33,10.0,NNE,4.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,47
1873,2020655,A-2020678,MapQuest,201.0,3,2017-11-15 07:09:19,2017-11-15 07:38:44,39.068851,-94.511032,,,0.0,Left hand shoulder blocked due to accident on I-70 Eastbound after 31st St.,,E US Highway 40,R,Kansas City,Jackson,MO,64129,US,US/Central,KMKC,2017-11-15 06:54:00,54.0,,75.0,30.0,10.0,NNW,20.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,46
374,1276918,A-1276933,MapQuest,201.0,2,2018-11-08 13:46:43,2018-11-08 14:31:33,30.444691,-91.131874,,,0.0,Accident on LA-73 Government St near Cloud Dr.,,Government St,R,Baton Rouge,East Baton Rouge,LA,70806,US,US/Central,KBTR,2018-11-08 13:53:00,66.0,,90.0,29.99,10.0,NE,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,45
1964,1156354,A-1156368,MapQuest,201.0,2,2019-01-07 07:32:12,2019-01-07 08:17:01,33.435486,-112.426933,,,0.0,Accident on Cotton Ln at Yuma Rd.,1344.0,S Cotton Ln,L,Goodyear,Maricopa,AZ,85338,US,US/Mountain,KGYR,2019-01-07 07:25:00,39.2,35.0,100.0,30.27,10.0,ENE,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day,1,2
861,1925290,A-1925313,MapQuest,201.0,3,2018-01-29 10:21:50,2018-01-29 10:50:02,42.387115,-83.437057,,,0.0,Shoulder blocked on exit ramp due to accident on I-275 Southbound at I-96.,,MI-14 W,R,Plymouth,Wayne,MI,48170,US,US/Eastern,KYIP,2018-01-29 10:26:00,30.0,21.7,88.0,30.25,0.8,North,9.2,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1,5
990,904411,A-904420,MapQuest,241.0,3,2019-06-25 16:08:39,2019-06-25 17:32:51,37.550003,-77.435272,,,0.0,Lane blocked due to accident on I-64 Westbound at Exit 190 I-95 Exit 75.,,I-95 N,R,Richmond,Richmond City,VA,23219,US,US/Eastern,KRIC,2019-06-25 15:54:00,89.0,89.0,43.0,29.72,10.0,WSW,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,6,26
596,1546739,A-1546756,MapQuest,201.0,3,2018-07-19 20:20:55,2018-07-19 20:50:39,36.527645,-86.64283,,,7.449999809269999,Lane blocked due to accident on I-65 Northbound between Exit 108 TN-76 and Exit 112 TN-25.,,I-65 N,R,Cross Plains,Robertson,TN,37049,US,US/Central,KBNA,2018-07-19 19:53:00,86.0,,51.0,29.88,10.0,ESE,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,7,29
1575,428666,A-428672,MapQuest,245.0,3,2017-04-05 06:19:21,2017-04-05 07:04:05,32.758759000000005,-96.809753,,,0.01,Two lanes blocked due to accident on I-35E Southbound at I-35E Exit 427A Colorado Blvd.,,E Colorado Blvd,R,Dallas,Dallas,TX,75203,US,US/Central,KRBD,2017-04-05 05:53:00,48.0,,74.0,29.88,10.0,WNW,21.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,4,14
218,930785,A-930794,MapQuest,201.0,2,2019-05-12 14:37:17,2019-05-12 15:06:47,43.041561,-83.62254300000002,,,0.0,Accident on Harmony Dr at Melody Ln.,4399.0,Lila St,L,Burton,Genesee,MI,48509-1111,US,US/Eastern,KFNT,2019-05-12 14:35:00,50.0,50.0,68.0,29.02,10.0,ENE,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5,19
1929,838387,A-838396,MapQuest,201.0,2,2019-08-05 17:45:32,2019-08-05 18:45:17,35.144192,-80.92840600000002,,,0.0,Accident on NC-49 at Yager Creek Dr.,,Whitehall Commons Shopping Center Dr,R,Charlotte,Mecklenburg,NC,28273,US,US/Eastern,KCLT,2019-08-05 17:52:00,86.0,86.0,57.0,29.14,10.0,S,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,8,32
1961,1043739,A-1043751,MapQuest,201.0,2,2019-03-08 11:05:05,2019-03-08 11:49:55,38.670528,-121.213516,,,0.0,Accident on Pershing Ave at Greenacres Way.,9156.0,Pershing Ave,R,Orangevale,Sacramento,CA,95662-4754,US,US/Pacific,KMCC,2019-03-08 11:15:00,51.8,,58.0,30.06,9.0,SSE,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3,10
628,2467994,A-2468018,Bing,,2,2017-07-05 18:01:48,2017-07-06 00:01:48,39.99883,-83.11811,40.00626,-83.11841,0.514,At Roberts Rd/Exit 10 - Accident. in the right lane.,,Outerbelt N,R,Columbus,Franklin,OH,43228,US,US/Eastern,KTZR,2017-07-05 17:50:00,84.2,,55.0,30.07,10.0,West,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7,27
1273,258184,A-258186,MapQuest,201.0,2,2016-07-06 13:20:55,2016-07-06 13:50:55,40.19101,-75.136505,,,0.0,Accident on Maple Ave at PA-611 Easton Rd.,798.0,Easton Rd,R,Horsham,Montgomery,PA,19044-3364,US,US/Eastern,KLOM,2016-07-06 13:15:00,87.8,,52.0,29.89,10.0,West,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,7,27
706,1664694,A-1664717,MapQuest,201.0,2,2018-05-17 08:38:58,2018-05-17 09:08:46,36.090458,-86.626152,,,0.0,Accident on Bell Rd at Smith Springs Rd.,2701.0,Bell Rd,L,Nashville,Davidson,TN,37217,US,US/Central,KBNA,2018-05-17 08:53:00,73.0,,84.0,29.91,7.0,East,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5,20
59,211959,A-211961,MapQuest,201.0,2,2016-10-17 08:41:09,2016-10-17 09:10:55,40.887203,-72.917862,,,0.01,Accident on NY-25 Middle Country Rd at Wading River Hollow Rd.,253.0,Wading River Hollow Rd,R,Ridge,Suffolk,NY,11961-2317,US,US/Eastern,KHWV,2016-10-17 08:56:00,64.0,,87.0,29.97,9.0,WSW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10,42
297,2468769,A-2468793,Bing,,2,2017-06-16 15:50:48,2017-06-16 21:50:48,38.50887,-110.64392,38.60568,-110.58215,7.475,At Green River - Accident.,,UT-24,R,Green River,Emery,UT,84525,US,US/Mountain,KU28,2017-06-16 15:53:00,96.0,96.0,8.0,25.32,10.0,W,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,6,24
1159,1173229,A-1173243,MapQuest,201.0,2,2019-01-16 16:54:15,2019-01-16 17:23:51,39.734921,-84.962692,,,0.0,Accident on Centerville Rd between Meek Rd and Abington Pike.,6619.0,Abington Pike,R,Centerville,Wayne,IN,47330-9503,US,US/Eastern,KMIE,2019-01-16 16:53:00,35.1,31.0,70.0,30.25,10.0,West,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1,3
73,2086942,A-2086965,MapQuest,201.0,2,2017-10-18 06:27:33,2017-10-18 06:57:18,29.711023,-95.643852,,,0.0,Right hand shoulder blocked due to accident on Westpark Tollway Eastbound at TX-6.,,Highway 6 S,R,Houston,Harris,TX,77082,US,US/Central,KSGR,2017-10-18 06:53:00,52.0,,97.0,30.15,9.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,10,42
162,2344200,A-2344224,Bing,,2,2016-05-03 17:57:17,2016-05-03 23:57:17,41.189304,-95.938987,41.17989,-95.93906,0.65,At Chandler Rd - Accident.,,US-75 S,R,Bellevue,Sarpy,NE,68147,US,US/Central,KOFF,2016-05-03 17:58:00,70.0,,38.0,29.93,10.0,NW,16.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5,18
1315,188140,A-188142,MapQuest,201.0,2,2016-09-30 14:07:44,2016-09-30 14:37:34,43.031414,-83.77350600000003,,,0.0,Accident on Linden Rd at Beecher Rd.,5001.0,Beecher Rd,L,Flint,Genesee,MI,48532-2405,US,US/Eastern,KFNT,2016-09-30 13:53:00,60.1,,93.0,30.19,6.0,NE,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9,39
1547,2568583,A-2568607,Bing,,2,2019-11-05 07:32:00,2019-11-05 08:04:49,33.856823,-118.028676,33.856823,-118.028676,0.0,At Orangethorpe Ave - Accident.,,Artesia Fwy W,R,Buena Park,Orange,CA,90620,US,US/Pacific,KFUL,2019-11-05 07:53:00,58.0,58.0,62.0,29.91,5.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,45
548,2605880,A-2605904,Bing,,2,2019-09-04 10:56:00,2019-09-04 12:09:30,34.050565,-118.214083,34.050565,-118.214083,0.0,At Cesar E Chavez Ave/Exit 135B - Accident.,,Golden State Fwy S,R,Los Angeles,Los Angeles,CA,90033,US,US/Pacific,KCQT,2019-09-04 10:52:00,91.0,91.0,33.0,29.65,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9,36
1991,1834491,A-1834514,MapQuest,201.0,3,2018-02-09 08:01:48,2018-02-09 08:30:52,40.202415,-74.635201,,,0.0,Accident on I-195 Southbound after Exits 5A 5B US-130.,,US-130 N,R,Trenton,Mercer,NJ,08691,US,US/Eastern,KTTN,2018-02-09 07:53:00,21.9,,82.0,30.55,4.0,Calm,,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2,6
1052,33313,A-33314,MapQuest,201.0,2,2016-04-06 14:11:03,2016-04-06 14:41:03,37.259937,-121.968719,,,0.0,Accident on CA-85 Northbound at Exit 11B Winchester Blvd.,,CA-85 N,R,Los Gatos,Santa Clara,CA,95032,US,US/Pacific,KSJC,2016-04-06 13:53:00,86.0,,20.0,30.04,10.0,West,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,4,14
1521,1626375,A-1626396,MapQuest,201.0,2,2018-04-30 13:42:59,2018-04-30 14:42:43,34.780319,-82.27507,,,0.0,Accident on Bethel Rd at Holland Rd.,1898.0,Bethel Rd,R,Simpsonville,Greenville,SC,29681-5951,US,US/Eastern,KGYH,2018-04-30 13:47:00,71.6,,25.0,30.29,10.0,SW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,4,18
45,1480023,A-1480039,MapQuest,201.0,3,2018-08-14 06:30:42,2018-08-14 07:00:17,34.080067,-117.737427,,,0.829999983311,Exit ramp from I-10 Westbound to Towne Ave lane blocked due to accident.,,I-10 W,R,Pomona,Los Angeles,CA,91767,US,US/Pacific,KPOC,2018-08-14 06:47:00,64.4,,83.0,29.95,10.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,33
1406,2567355,A-2567379,Bing,,2,2019-11-04 17:08:00,2019-11-04 20:09:46,33.061731,-117.124389,33.061731,-117.124389,0.0,At Via Rancho Pky - Accident.,9545.0, Del Dios Rd,R,Escondido,San Diego,CA,92029,US,US/Pacific,KCRQ,2019-11-04 16:53:00,66.0,66.0,65.0,29.57,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,11,45
1100,1993752,A-1993775,MapQuest,201.0,2,2017-10-31 10:53:49,2017-10-31 11:23:28,33.887543,-118.105827,,,0.0,Slow lane blocked due to accident on Alondra Blvd around Piuma Ave.,,Piuma Ave,R,Norwalk,Los Angeles,CA,90650,US,US/Pacific,KFUL,2017-10-31 10:53:00,68.0,,68.0,29.94,10.0,East,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10,44
429,1178687,A-1178701,MapQuest,201.0,2,2019-01-18 07:27:17,2019-01-18 07:56:11,26.624969,-81.727867,,,0.0,Accident on Champion Ave at Barth St.,900.0,Champion Ave,R,Lehigh Acres,Lee,FL,33971-6574,US,US/Eastern,KRSW,2019-01-18 07:53:00,52.0,,83.0,30.17,10.0,NE,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1,3
1340,1823566,A-1823589,MapQuest,201.0,2,2018-02-05 10:09:33,2018-02-05 10:39:35,41.241299,-76.998993,,,0.0,Accident on Church St at Mulberry St.,229.0,Mulberry St,L,Williamsport,Lycoming,PA,17701-6651,US,US/Eastern,KIPT,2018-02-05 09:54:00,21.0,8.1,53.0,30.18,10.0,WNW,13.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2,6
76,785347,A-785356,MapQuest,201.0,2,2019-07-04 21:57:30,2019-07-04 23:29:36,29.726179,-95.461067,,,0.0,Accident on Westpark Dr at Loop Fwy.,,W Loop South Fwy,R,Houston,Harris,TX,77081,US,US/Central,KMCJ,2019-07-04 21:53:00,83.0,83.0,77.0,29.93,9.0,SSE,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day,7,27
1915,407888,A-407894,MapQuest,201.0,2,2017-04-29 16:46:02,2017-04-29 17:29:58,34.037537,-118.038414,,,0.01,#3 lane blocked due to accident on CA-60 Westbound at Exit 11 Peck Rd.,,Peck Rd,R,South El Monte,Los Angeles,CA,91733,US,US/Pacific,KEMT,2017-04-29 16:45:00,82.4,,11.0,29.97,10.0,WSW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,4,17
1908,565291,A-565299,MapQuest,241.0,2,2019-12-22 18:37:35,2019-12-22 20:21:37,37.45253,-76.599693,,,0.0,Lane blocked due to accident on CR-613 Eastbound at Enos Rd.,8792.0,Willis Rd,L,Gloucester,Gloucester,VA,23061,US,US/Eastern,KFYJ,2019-12-22 18:35:00,37.0,37.0,89.0,30.31,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,12,51
1592,1570907,A-1570925,MapQuest,201.0,2,2018-06-01 06:48:50,2018-06-01 07:18:38,29.774103000000004,-95.20636,,,0.0,Accident on Normandy St at Greens Bayou St.,,Greens Bayou St,R,Houston,Harris,TX,77015,US,US/Central,KHOU,2018-06-01 06:53:00,77.0,,100.0,29.91,7.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,6,22
471,475712,A-475718,MapQuest,241.0,3,2017-06-07 19:00:53,2017-06-07 19:45:38,40.904221,-74.193497,,,0.0,Left lane blocked due to accident on I-80 Eastbound at Exits 56 56A 56B County Hwy-636 Squirrelwood Rd.,,I-80 W,R,Little Falls,Passaic,NJ,07424,US,US/Eastern,KCDW,2017-06-07 18:53:00,69.1,,45.0,30.02,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,6,23
1138,1860708,A-1860731,MapQuest,201.0,2,2018-02-22 09:15:35,2018-02-22 09:45:01,35.101383,-80.880898,,,0.0,Accident on South Blvd at I-485.,,South Blvd,R,Pineville,Mecklenburg,NC,28134,US,US/Eastern,KCLT,2018-02-22 09:10:00,66.9,,90.0,30.48,10.0,SSW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2,8
1933,1415574,A-1415590,MapQuest,201.0,2,2018-09-13 16:28:06,2018-09-13 16:57:34,34.955627,-82.143333,,,0.0,Accident on US-29 Greenville Hwy at Pine Ridge Rd.,12501.0,E Wade Hampton Blvd,R,Duncan,Spartanburg,SC,29334,US,US/Eastern,KGSP,2018-09-13 16:53:00,88.0,,49.0,30.01,10.0,NE,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,9,37
818,145162,A-145164,MapQuest,201.0,2,2016-07-24 07:24:17,2016-07-24 08:24:17,28.569178000000004,-81.244858,,,0.0,Accident on FL-50 Colonial Dr at Dean Rd.,,N Dean Rd,R,Orlando,Orange,FL,32817,US,US/Eastern,KORL,2016-07-24 07:53:00,79.0,,90.0,30.05,10.0,Calm,,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,7,29
30,2702968,A-2702992,Bing,,2,2018-11-19 19:50:19,2018-11-19 20:19:58,44.567068,-120.107713,44.56622,-120.145104,1.841,At OR-207/Old Hwy - Accident.,19757.0, Ochoco Hwy,L,Mitchell,Wheeler,OR,97750-9706,US,US/Pacific,KRDM,2018-11-19 19:56:00,24.1,,77.0,30.27,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,11,47
1090,346784,A-346787,MapQuest,201.0,2,2017-03-02 17:55:01,2017-03-02 18:24:47,34.281719,-118.678711,,,0.01,Accident on CA-118 Westbound at Exit 29 Yosemite Ave.,,Yosemite Ave,R,Simi Valley,Ventura,CA,93063,US,US/Pacific,K3A6,2017-03-02 17:51:00,70.0,70.0,14.0,29.22,10.0,N,12.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,3,9
